username,user_id,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
salespreeCOM,763420238318665728,2018-02-08 08:00,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// salespree.com/blog/index.php /2018/02/08/that-26-friends-facebook-rumor-was-a-hoax-but-heres-how-you-can-actually-game-the-news-feed/ … pic.twitter.com/irxc1i26sE,,,,961600644753879040,https://twitter.com/salespreeCOM/status/961600644753879040
SteveZeitch,200925291,2018-02-16 11:13,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed https:// buff.ly/2EbSmvc https:// buff.ly/2Ed7A38,,,,964548182167482369,https://twitter.com/SteveZeitch/status/964548182167482369
CyberNews4you,399665046,2018-02-08 12:12,1,1,"No, #Facebook will not limit to 25 the number of people that can see your news feed . https://www. usatoday.com/story/tech/tal kingtech/2018/02/06/facebook-status-update-25-friends-hoax/313684002/ … #knowthetruth #memesarenotalwaystrue",,,#Facebook #knowthetruth #memesarenotalwaystrue,961664144201142272,https://twitter.com/CyberNews4you/status/961664144201142272
Millthorn,944195358,2018-02-08 08:14,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25) friends could see your posts. In copy-paste messages that made r… http:// ift.tt/2sgQ38P,,,,961604111639760896,https://twitter.com/Millthorn/status/961604111639760896
TheReal_BeRob,509690787,2018-02-08 08:06,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXcBX #Facebook,,,#Facebook,961602172713512960,https://twitter.com/TheReal_BeRob/status/961602172713512960
Jerichomarch,98017207,2018-02-07 00:56,0,0,"http:// recycleamericaradioshow.com Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on http:// dlvr.it/QFLbvF pic.twitter.com/3Ws6WpIRqa",,,,961131467937107969,https://twitter.com/Jerichomarch/status/961131467937107969
TechKnowledgeIt,89829260,2018-02-08 08:07,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed : The latest... https:// fb.me/7m3PBP5pa,,,,961602338522726408,https://twitter.com/TechKnowledgeIt/status/961602338522726408
JamesStakowski,211285824,2018-02-08 08:49,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXt9w pic.twitter.com/LPckf8aCh7,,,,961612896311508993,https://twitter.com/JamesStakowski/status/961612896311508993
SwapnilSurve30,4868504555,2018-02-08 00:01,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - Hoaxters even say they confirmed it on Snopes. None of this is true. http:// ow.ly/WpaK50gpLKy,,,,961479998916964352,https://twitter.com/SwapnilSurve30/status/961479998916964352
dubvNOW,528986496,2018-02-06 23:00,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on - Facebook is not going to limit status updates in your news feed to 25 people. Pass it on. http:// ow.ly/ZpXj50goSRD",,,,961102441428258816,https://twitter.com/dubvNOW/status/961102441428258816
bergnermedia,2349091644,2018-02-08 08:00,0,0,#bergnermedia News: That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed - The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25) friends could see your posts. In copy-pas... http:// ow.ly/cUlM50gq1sq,,,#bergnermedia,961600623807488000,https://twitter.com/bergnermedia/status/961600623807488000
futureshift,112243365,2018-02-08 08:14,1,3,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed https:// trib.al/fWfRb2G pic.twitter.com/mSCzKUlvwQ,,,,961604055008251909,https://twitter.com/futureshift/status/961604055008251909
mzelma,49715266,2018-02-08 02:07,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It: http:// ift.tt/2sjjTJE,,,,961511669498368000,https://twitter.com/mzelma/status/961511669498368000
JonMHPhillips,86192375,2018-02-19 10:07,0,0,"Analysis | Facebook isn’t restricting your News Feed to 26 friends, no matter what a viral hoax claims #socialmedia https:// buff.ly/2F15Vig pic.twitter.com/ha45YqNVCv",,,#socialmedia,965618771602890752,https://twitter.com/JonMHPhillips/status/965618771602890752
HarwoodChamber,582018433,2018-02-08 00:31,0,0,#Business #News Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - Hoaxters even say they confirmed it on Snopes. None of this is true. http:// ow.ly/JgTz50gpN3P,,,#Business #News,961487526979567616,https://twitter.com/HarwoodChamber/status/961487526979567616
KosisMiss,804082705709355028,2018-02-07 12:53,0,0,"FB says it's a hoax that they are limiting the news feed to 25 people, but it seems worse. It keeps showing me the same statuses over and over and over and over and over again! #Facebook",,,#Facebook,961311945608650755,https://twitter.com/KosisMiss/status/961311945608650755
tamfabulous,197153547,2018-02-07 07:36,0,0,Facebook hoax says your news feed will be limited to status updates from 25 friends https:// usat.ly/2nQ2MKe via @usatoday,,@usatoday,,961232105991802880,https://twitter.com/tamfabulous/status/961232105991802880
danielletastic,66383110,2018-02-08 08:10,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// ift.tt/2EPSody #mashabletech pic.twitter.com/hV8KmOUlje,,,#mashabletech,961603069703278592,https://twitter.com/danielletastic/status/961603069703278592
nagabhushant,377435980,2018-02-07 11:46,0,0,"Facebook isn't restricting your News Feed to 26 friends, no matter what a viral hoax claims - Washington Post http:// dlvr.it/QFQW6b",,,,961295004508438528,https://twitter.com/nagabhushant/status/961295004508438528
mwbuzz,3289873863,2018-02-08 08:02,0,0,That &#039; 26 friends&#039; Facebook rumor was a hoax — but here&#039;s how you can actually game the News Feed -,,,#039 #039 #039,961601159395004416,https://twitter.com/mwbuzz/status/961601159395004416
riteshrajgupta,18355688,2018-02-08 09:27,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFY7cq pic.twitter.com/UlOK041Xz0,,,,961622440051748866,https://twitter.com/riteshrajgupta/status/961622440051748866
lei_joh,2296322983,2018-02-16 04:42,0,1,"Analysis | Facebook isn't restricting your News Feed to 26 friends, no matter what a viral hoax claims http:// wapo.st/2nR8Qlt?tid=ss _tw&utm_term=.9f7c47d72f7c …",,,,964450004411863040,https://twitter.com/lei_joh/status/964450004411863040
RPCFactoryTeam,2465004790,2018-02-08 07:58,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed https:// fb.me/1ReFFq7RW,,,,961600042279817216,https://twitter.com/RPCFactoryTeam/status/961600042279817216
mingenbrandt21,2387543270,2018-02-19 09:34,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed https:// buff.ly/2EppsrU via @mashable pic.twitter.com/Wox5KAKFer,,@mashable,,965610434501009410,https://twitter.com/mingenbrandt21/status/965610434501009410
dscott1141,35539303,2018-02-07 12:27,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// fb.me/2cbIlTBIQ",,,,961305349058977792,https://twitter.com/dscott1141/status/961305349058977792
PeggyTaxService,3057285927,2018-02-08 18:47,0,0,"#DallasEvents Don't fall for this new viral hoax about your Facebook feed - There are three certainties in life: death, taxes and social media algorithm changes. Sometimes, tho http:// ow.ly/6DDr50gqvxh",,,#DallasEvents,961763387859496960,https://twitter.com/PeggyTaxService/status/961763387859496960
KevinJDonaldson,188092633,2018-02-08 08:45,0,0,#Mashable That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed - The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25) friends could see your posts. In copy-paste message... http:// ht.ly/dcAQ50gq3lH,,,#Mashable,961612014320746497,https://twitter.com/KevinJDonaldson/status/961612014320746497
GR8socialmedia,248774714,2018-02-08 08:00,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// on.mash.to/2GX8NgK #Tech pic.twitter.com/7rgAR8x8ul,,,#Tech,961600726605721600,https://twitter.com/GR8socialmedia/status/961600726605721600
NetVentures,66710152,2018-02-08 00:45,1,0,#SuccessTRAIN #Business | Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - Hoaxters even say they confirmed it on Snopes. None of this is true. http:// ht.ly/1XCf50gpNAb,,,#SuccessTRAIN #Business,961491278595805185,https://twitter.com/NetVentures/status/961491278595805185
WebLunchBox,174820548,2018-02-08 07:58,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYMj,,,,961600031433244672,https://twitter.com/WebLunchBox/status/961600031433244672
ArtCASEArt,632930908,2018-02-10 17:26,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on JESSICA GUYNN | USA... https:// fb.me/2O0wNgBRo",,,,962467962857795584,https://twitter.com/ArtCASEArt/status/962467962857795584
roontigger04,502304597,2018-02-08 06:24,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on https:// fb.me/HkuRPCpY",,,,961576452687912960,https://twitter.com/roontigger04/status/961576452687912960
sadaeondigital,890926388114579457,2018-02-11 18:17,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFycmh #Facebook #Hoax pic.twitter.com/7TzDQqEgtA,,,#Facebook #Hoax,962842979231649792,https://twitter.com/sadaeondigital/status/962842979231649792
LakeCayuga,930242781435572224,2018-02-07 11:21,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// usat.ly/2nQ2MKe via @usatoday",,@usatoday,,961288734552526851,https://twitter.com/LakeCayuga/status/961288734552526851
antonyvilleger,408578991,2018-02-07 23:18,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It https:// goo.gl/fb/8QeJbT,,,,961469290816983040,https://twitter.com/antonyvilleger/status/961469290816983040
martinar85,426538354,2018-02-08 07:58,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYLk - via @mashable pic.twitter.com/MsjJd8Mmyc,,@mashable,,961600032750227462,https://twitter.com/martinar85/status/961600032750227462
NEWS_GLOBAL_CO,36813924,2018-02-12 13:36,0,0,"#GUIZERNEWS #Facebook isn’t #restricting your news feed to 26 #friends , no #matter what a #viral hoax #claims … https:// goo.gl/fb/57NGmm",,,#GUIZERNEWS #Facebook #restricting #friends #matter #viral #claims,963134815074734081,https://twitter.com/NEWS_GLOBAL_CO/status/963134815074734081
Kbit_co,768861681455771648,2018-02-08 07:58,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYLN pic.twitter.com/e4AtcJLueu,,,,961600030607007744,https://twitter.com/Kbit_co/status/961600030607007744
snkw1974,16644866,2018-02-08 08:03,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// ift.tt/2sgQ38P The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25) friends could see your posts. In copy-paste messages that made r…,,,,961601345726840832,https://twitter.com/snkw1974/status/961601345726840832
Nashvillerocker,38763765,2018-02-07 06:24,1,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on! https://www. usatoday.com/story/tech/tal kingtech/2018/02/06/facebook-status-update-25-friends-hoax/313684002/ …",,,,961214101237223424,https://twitter.com/Nashvillerocker/status/961214101237223424
kimhowarddc,21407730,2018-02-07 11:36,0,0,"Analysis | Facebook isn't restricting your News Feed to 26 friends, no matter what a viral hoax claims http:// wapo.st/2nR8Qlt?tid=ss _tw&utm_term=.4a32ab6aa3df …",,,,961292596088852480,https://twitter.com/kimhowarddc/status/961292596088852480
sannim1,248160823,2018-02-08 08:14,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// ift.tt/2EPSody pic.twitter.com/yuxGeafZ2P,,,,961604099732135936,https://twitter.com/sannim1/status/961604099732135936
Three_Ten,21109533,2018-02-06 23:06,0,0,"Facebook limiting status updates in news feed to 25 friends? That&apos;s a hoax, pass it on #TTiNFo https:// usat.ly/2E9igjd",,,#TTiNFo,961103822532829186,https://twitter.com/Three_Ten/status/961103822532829186
BlaineReininger,16944969,2018-02-07 00:27,0,0,Please note: The facebook feed thing about the new algorithm is a hoax . Stop posting it already.... https:// fb.me/9LHDhcCsl,,,,961124161769926656,https://twitter.com/BlaineReininger/status/961124161769926656
kavidu,76000475,2018-02-08 08:07,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed : The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25 ) friends could see your posts. In copy-paste messages that made… http:// dlvr.it/QFXccr pic.twitter.com/35CGuM6ZUv,,,,961602332789100544,https://twitter.com/kavidu/status/961602332789100544
Sarah_Clarin212,4595916974,2018-02-08 08:49,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXt9p pic.twitter.com/JqnE9AckrZ,,,,961612890519191554,https://twitter.com/Sarah_Clarin212/status/961612890519191554
Paulmarsblack,42823609,2018-02-08 18:56,0,0,"Analysis | Facebook isn’t restricting your News Feed to 26 friends, no matter what a viral hoax claims https:// fb.me/3TT9g1ms5",,,,961765683531956224,https://twitter.com/Paulmarsblack/status/961765683531956224
allisonfachman,55242932,2018-02-08 18:40,0,1,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// fb.me/5GjAKqBGT",,,,961761649710551041,https://twitter.com/allisonfachman/status/961761649710551041
midnightcry,16042515,2018-02-08 10:47,0,0,"Analysis | Facebook isn’t restricting your News Feed to 26 friends, no matter what a viral hoax claims https:// fb.me/2FOWqf5wp",,,,961642659516485632,https://twitter.com/midnightcry/status/961642659516485632
BenzTheAffable,2427320121,2018-02-08 07:58,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYTk pic.twitter.com/jbWBQOubZT,,,,961600039788281856,https://twitter.com/BenzTheAffable/status/961600039788281856
iBookChick,19406718,2018-02-08 01:28,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// dlvr.it/QFVK6q pic.twitter.com/tl5zUzvf4m,,,,961501880051425281,https://twitter.com/iBookChick/status/961501880051425281
3rdrockhome,149296998,2018-02-07 04:16,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on http:// dlvr.it/QFMds4 pic.twitter.com/VIFTrur3Tq",,,,961181851275599872,https://twitter.com/3rdrockhome/status/961181851275599872
SEOvibes,374719710,2018-02-08 07:58,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYLb #news #mashable pic.twitter.com/bOWVUN6AJ0,,,#news #mashable,961600028979560449,https://twitter.com/SEOvibes/status/961600028979560449
hashMoreChat,3323388204,2018-02-09 10:43,0,0,It's A Hoax. Facebook Is Not Limiting Your News Feed To 26 People - Forbes http:// ift.tt/2nU8SJy #Facebook #SocialMedia,,,#Facebook #SocialMedia,962003940933070849,https://twitter.com/hashMoreChat/status/962003940933070849
alvinlindsay21,15830958,2018-02-08 07:58,2,2,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYQy @mashable pic.twitter.com/sWL2GkDHvQ,,@mashable,,961600035002597376,https://twitter.com/alvinlindsay21/status/961600035002597376
marjanmaxmaric,63669861,2018-02-08 08:49,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXt7b pic.twitter.com/xzjojlCZfB,,,,961612865273716737,https://twitter.com/marjanmaxmaric/status/961612865273716737
